prediction,ground_truth,diff_ops,error_ngrams
Fediengsbilling Peresitionarbett,"- Regierungsbildung, Oppositionsarbeit","[('replace', 0, 1, 0, 3), ('replace', 2, 3, 4, 5), ('insert', 5, 5, 7, 9), ('replace', 11, 13, 15, 17), ('insert', 15, 15, 19, 20), ('replace', 16, 20, 21, 25), ('insert', 26, 26, 31, 32), ('insert', 30, 30, 36, 37), ('delete', 31, 32, 38, 38)]","[(('gi', 'neutral'), 1), (('gs', 'neutral'), 1), (('sb', 'neutral'), 1), (('bi', 'neutral'), 1), (('ld', 'neutral'), 1), (('du', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ng', 'neutral'), 1), (('si', 'neutral'), 1), (('on', 'neutral'), 1), (('ns', 'neutral'), 1), (('sa', 'neutral'), 1)]"
 Hegnifeltstortbe hand t,Verzweifelt fast ohne Grund,"[('replace', 0, 2, 0, 1), ('replace', 3, 5, 2, 6), ('insert', 10, 10, 11, 14), ('insert', 12, 12, 16, 17), ('replace', 13, 16, 18, 20), ('replace', 18, 20, 22, 25), ('delete', 22, 24, 27, 27)]","[(('er', 'neutral'), 1), (('rz', 'german-dominant'), 1), (('zw', 'german-dominant'), 1), (('we', 'neutral'), 1), (('lt', 'neutral'), 1), (('fa', 'neutral'), 1), (('as', 'neutral'), 1), (('st', 'neutral'), 1), (('oh', 'neutral'), 1), (('hn', 'german-dominant'), 1), (('ne', 'neutral'), 1), (('ru', 'german-dominant'), 1)]"
Argument Hi luratisecing bow Indidratiscrang von Mitieus and Leberstien,Argument H: Pluralisierung bzw. Individualisierung von Milieus und Lebensstilen,"[('replace', 10, 11, 10, 11), ('insert', 12, 12, 12, 13), ('replace', 16, 17, 17, 18), ('insert', 19, 19, 20, 21), ('replace', 20, 22, 22, 24), ('replace', 26, 27, 28, 29), ('insert', 28, 28, 30, 31), ('insert', 33, 33, 36, 38), ('replace', 34, 35, 39, 40), ('replace', 36, 37, 41, 42), ('replace', 39, 40, 44, 46), ('replace', 41, 42, 47, 48), ('replace', 51, 52, 57, 58), ('replace', 57, 58, 63, 64), ('replace', 65, 66, 71, 73), ('insert', 69, 69, 76, 77)]","[(('ra', 'neutral'), 1), (('al', 'neutral'), 2), (('is', 'neutral'), 1), (('si', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('er', 'neutral'), 1), (('bz', 'german-dominant'), 1), (('nd', 'neutral'), 2), (('di', 'neutral'), 1), (('iv', 'neutral'), 1), (('vi', 'neutral'), 1), (('du', 'neutral'), 1), (('ua', 'neutral'), 1), (('li', 'neutral'), 2), (('vo', 'german-dominant'), 1), (('il', 'neutral'), 1), (('eb', 'neutral'), 1)]"
Shectoth,Bluetooth,"[('replace', 0, 2, 0, 3), ('delete', 3, 4, 4, 4), ('insert', 5, 5, 5, 6)]","[(('lu', 'neutral'), 1), (('ue', 'neutral'), 1), (('et', 'neutral'), 1), (('to', 'english-dominant'), 1)]"
- FlendayWitdelty Mimblett Maltuahinat,"- Besonders in Wirtschaft, Wissentschaft, Kultur, Reisen...","[('replace', 2, 4, 2, 31), ('replace', 6, 7, 33, 37), ('replace', 8, 11, 38, 39), ('replace', 12, 17, 40, 41), ('replace', 18, 29, 42, 44), ('replace', 32, 34, 47, 52), ('insert', 35, 35, 53, 55), ('replace', 36, 38, 56, 59)]","[(('es', 'neutral'), 1), (('on', 'neutral'), 1), (('nd', 'neutral'), 1), (('de', 'german-dominant'), 1), (('er', 'neutral'), 1), (('rs', 'neutral'), 1), (('in', 'neutral'), 1), (('ir', 'neutral'), 1), (('rt', 'neutral'), 1), (('ts', 'neutral'), 2), (('sc', 'german-dominant'), 2), (('ch', 'german-dominant'), 2), (('ha', 'neutral'), 2), (('af', 'neutral'), 2), (('ft', 'neutral'), 1), (('is', 'neutral'), 1), (('en', 'german-dominant'), 1), (('nt', 'neutral'), 1)]"
 Hescleamand euabler bciflodt,denken und handeln beeinflussen.,"[('insert', 0, 0, 0, 6), ('replace', 1, 9, 7, 12), ('delete', 12, 13, 15, 15), ('delete', 14, 17, 16, 16), ('replace', 18, 20, 17, 18), ('replace', 22, 23, 20, 22), ('insert', 24, 24, 23, 24), ('replace', 26, 29, 26, 32)]","[(('de', 'german-dominant'), 2), (('en', 'german-dominant'), 2), (('nk', 'german-dominant'), 1), (('ke', 'neutral'), 1), (('un', 'german-dominant'), 1), (('nd', 'neutral'), 2), (('ha', 'neutral'), 1), (('an', 'neutral'), 1), (('el', 'neutral'), 1), (('ln', 'neutral'), 1), (('be', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('in', 'neutral'), 1), (('nf', 'neutral'), 1), (('lu', 'neutral'), 1), (('us', 'neutral'), 1), (('ss', 'neutral'), 1), (('se', 'neutral'), 1)]"
""" Peudoustand , der mit einem eten Eustand durch Transtion wlandes it","- Pseudozustand, der mit einem echten Zustand durch Transition verbunden ist","[('replace', 0, 1, 0, 1), ('insert', 3, 3, 3, 4), ('insert', 7, 7, 8, 9), ('delete', 13, 14, 15, 15), ('insert', 31, 31, 32, 34), ('replace', 35, 36, 38, 39), ('insert', 54, 54, 57, 58), ('replace', 59, 62, 63, 68), ('replace', 65, 66, 71, 72), ('insert', 68, 68, 74, 75)]","[(('do', 'english-dominant'), 1), (('an', 'neutral'), 1), (('nd', 'neutral'), 1), (('te', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ra', 'neutral'), 1), (('ti', 'neutral'), 1), (('io', 'neutral'), 1), (('on', 'neutral'), 1), (('er', 'neutral'), 1), (('rb', 'german-dominant'), 1), (('un', 'german-dominant'), 1)]"
"- Speaifhation des"" chients exfordert weitere Modelliering",- Spezifikation des Clients erfordert weitere Modellierung,"[('replace', 5, 6, 5, 6), ('replace', 8, 9, 8, 10), ('delete', 18, 19, 19, 19), ('replace', 20, 22, 20, 22), ('replace', 29, 30, 29, 30), ('replace', 55, 56, 55, 56)]","[(('ez', 'german-dominant'), 1), (('zi', 'german-dominant'), 1), (('fi', 'neutral'), 1), (('ik', 'neutral'), 1), (('es', 'neutral'), 1), (('li', 'neutral'), 1), (('er', 'neutral'), 1), (('rf', 'neutral'), 1), (('ru', 'german-dominant'), 1), (('un', 'german-dominant'), 1)]"
"Dr Nortite diover Methode sind , thne ralatin Gerau dhie Strablanbelasting cmittet","Die Vorteile dieser Methode sind, dass relativ genau die Strahlenbelastung ermittelt","[('replace', 1, 2, 1, 3), ('replace', 3, 4, 4, 5), ('insert', 7, 7, 8, 9), ('replace', 8, 9, 10, 11), ('replace', 13, 15, 15, 17), ('delete', 30, 31, 32, 32), ('replace', 33, 37, 34, 38), ('replace', 39, 40, 40, 41), ('insert', 44, 44, 45, 49), ('delete', 45, 49, 50, 50), ('delete', 53, 54, 54, 54), ('replace', 61, 62, 61, 62), ('replace', 63, 64, 63, 64), ('replace', 71, 72, 71, 72), ('replace', 75, 76, 75, 77), ('insert', 81, 81, 82, 83)]","[(('ie', 'german-dominant'), 2), (('rt', 'neutral'), 1), (('te', 'neutral'), 2), (('ei', 'german-dominant'), 1), (('di', 'neutral'), 2), (('in', 'neutral'), 1), (('nd', 'neutral'), 1), (('da', 'neutral'), 1), (('as', 'neutral'), 1), (('ss', 'neutral'), 1), (('re', 'neutral'), 1), (('ti', 'neutral'), 1), (('iv', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('en', 'german-dominant'), 2), (('ah', 'german-dominant'), 1), (('hl', 'german-dominant'), 1), (('le', 'neutral'), 1), (('tu', 'neutral'), 1), (('un', 'german-dominant'), 1), (('er', 'neutral'), 1)]"
 Hcdilectelling rem brigricen saandes t,- Auch die Darstellung von Ereignissen ist anders,"[('insert', 0, 0, 0, 1), ('replace', 1, 2, 2, 4), ('insert', 3, 3, 5, 7), ('delete', 5, 6, 9, 9), ('replace', 7, 8, 10, 15), ('replace', 12, 13, 19, 20), ('insert', 16, 16, 23, 28), ('delete', 18, 22, 30, 30), ('replace', 24, 25, 32, 33), ('replace', 26, 27, 34, 36), ('insert', 30, 30, 39, 40), ('replace', 31, 32, 41, 43), ('insert', 36, 36, 47, 48), ('delete', 37, 39, 49, 49)]","[(('ch', 'german-dominant'), 1), (('di', 'neutral'), 1), (('ar', 'neutral'), 1), (('te', 'neutral'), 1), (('ll', 'neutral'), 1), (('lu', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ng', 'neutral'), 1), (('vo', 'german-dominant'), 1), (('on', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('ig', 'neutral'), 1), (('gn', 'neutral'), 1), (('se', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
Einped underndmen,Einzelunternehmen,"[('replace', 3, 4, 3, 4), ('replace', 5, 7, 5, 6), ('replace', 9, 10, 8, 9), ('replace', 13, 14, 12, 14)]","[(('nz', 'german-dominant'), 1), (('ze', 'german-dominant'), 1), (('el', 'neutral'), 1), (('lu', 'neutral'), 1), (('un', 'german-dominant'), 1), (('te', 'neutral'), 1), (('er', 'neutral'), 1), (('eh', 'neutral'), 1), (('hm', 'neutral'), 1)]"
-bessere Aleeptane won verschicdenen . Talenten,- bessere Akzeptanz von verschiedenen Talenten,"[('insert', 1, 1, 1, 2), ('replace', 10, 12, 11, 13), ('replace', 17, 18, 18, 19), ('replace', 19, 20, 20, 21), ('replace', 30, 31, 31, 32), ('delete', 36, 38, 37, 37)]","[(('kz', 'german-dominant'), 1), (('an', 'neutral'), 1), (('nz', 'german-dominant'), 1), (('hi', 'english-dominant'), 1), (('ie', 'german-dominant'), 1), (('en', 'german-dominant'), 1)]"
Ih leebeSretment TTTHTTDTDHTDT,Placebo-Treatment,"[('replace', 0, 3, 0, 1), ('replace', 4, 5, 2, 4), ('replace', 7, 9, 6, 9), ('insert', 11, 11, 11, 12), ('delete', 16, 30, 17, 17)]","[(('la', 'neutral'), 1), (('ac', 'neutral'), 1), (('ce', 'english-dominant'), 1), (('eb', 'neutral'), 1), (('ea', 'english-dominant'), 1), (('nt', 'neutral'), 1)]"
sugeoagenen Manchen veranniniate Wasser and ter steigende Mbaervertmad .,zugezogenen Menschen verunreinigte Wasser und der steigende Wasserverbrauch.,"[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 5), ('delete', 5, 6, 6, 6), ('replace', 13, 14, 13, 14), ('insert', 15, 15, 15, 16), ('replace', 23, 24, 24, 25), ('replace', 25, 26, 26, 28), ('replace', 29, 30, 31, 32), ('replace', 40, 41, 42, 43), ('replace', 44, 45, 46, 47), ('replace', 58, 60, 60, 61), ('insert', 61, 61, 62, 64), ('replace', 66, 68, 69, 71), ('replace', 69, 71, 72, 75)]","[(('zu', 'german-dominant'), 1), (('ez', 'german-dominant'), 1), (('zo', 'german-dominant'), 1), (('og', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ns', 'neutral'), 1), (('er', 'neutral'), 3), (('ru', 'german-dominant'), 1), (('un', 'german-dominant'), 1), (('nr', 'neutral'), 1), (('in', 'neutral'), 1), (('ni', 'neutral'), 1), (('nd', 'neutral'), 1), (('de', 'german-dominant'), 1), (('rv', 'neutral'), 1), (('ve', 'neutral'), 1), (('rb', 'german-dominant'), 1), (('br', 'neutral'), 1), (('ra', 'neutral'), 1)]"
Htlet,Worst Cases,"[('replace', 0, 1, 0, 4), ('replace', 2, 3, 5, 9), ('replace', 4, 5, 10, 11)]","[(('or', 'neutral'), 1), (('rs', 'neutral'), 1), (('st', 'neutral'), 1)]"
 Bald wird das Getreide geerntet .,Bald wird das Getreide geerntet.,"[('delete', 0, 1, 0, 0), ('delete', 32, 33, 31, 31)]",[]
LL D EdiIghone Wahleneishefed tTTTTt,- Nicht durch Wahlen legitimierte,"[('replace', 0, 2, 0, 1), ('replace', 3, 4, 2, 7), ('delete', 5, 6, 8, 8), ('replace', 7, 10, 9, 12), ('delete', 11, 14, 13, 13), ('insert', 21, 21, 20, 22), ('insert', 22, 22, 23, 24), ('replace', 23, 25, 25, 29), ('replace', 26, 27, 30, 32), ('delete', 28, 36, 33, 33)]","[(('ic', 'neutral'), 1), (('ch', 'german-dominant'), 2), (('ht', 'neutral'), 1), (('du', 'neutral'), 1), (('ur', 'neutral'), 1), (('rc', 'neutral'), 1), (('le', 'neutral'), 1), (('eg', 'neutral'), 1), (('gi', 'neutral'), 1), (('it', 'neutral'), 1), (('ti', 'neutral'), 1), (('im', 'neutral'), 1), (('mi', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('er', 'neutral'), 1), (('rt', 'neutral'), 1), (('te', 'neutral'), 1)]"
2iel : Vergeinering and Operationalisiening der Vision,Ziel: Verfeinerung und Operationalisierung der Vision,"[('replace', 0, 1, 0, 1), ('delete', 4, 5, 4, 4), ('replace', 10, 11, 9, 10), ('replace', 16, 17, 15, 16), ('replace', 20, 21, 19, 20), ('replace', 39, 41, 38, 40)]","[(('fe', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('un', 'german-dominant'), 3), (('ng', 'neutral'), 2), (('nd', 'neutral'), 1), (('ru', 'german-dominant'), 1)]"
Honsequensen der K.Wenderadse dec Beclaghtangsebent ,Konsequenzen der K-Wende also der Beobachtungsebene,"[('replace', 0, 1, 0, 1), ('replace', 9, 10, 9, 10), ('replace', 18, 19, 18, 19), ('replace', 24, 25, 24, 25), ('replace', 26, 27, 26, 27), ('replace', 28, 29, 28, 29), ('replace', 32, 33, 32, 33), ('insert', 36, 36, 36, 39), ('delete', 37, 40, 40, 40), ('replace', 42, 43, 42, 43), ('replace', 50, 52, 50, 51)]","[(('nz', 'german-dominant'), 1), (('ze', 'german-dominant'), 1), (('al', 'neutral'), 1), (('ls', 'neutral'), 1), (('so', 'neutral'), 1), (('er', 'neutral'), 1), (('eo', 'english-dominant'), 1), (('ob', 'neutral'), 1), (('ba', 'neutral'), 1), (('ac', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('tu', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ne', 'neutral'), 1)]"
InFTTATTTTT aihaehablene Sorater Bedtheal I,2. innerhalb einer sozialen Beziehung,"[('replace', 0, 1, 0, 4), ('replace', 2, 14, 5, 8), ('insert', 16, 16, 10, 13), ('replace', 17, 18, 14, 23), ('delete', 19, 20, 24, 24), ('delete', 23, 32, 27, 27), ('replace', 35, 37, 30, 33), ('replace', 38, 43, 34, 37)]","[(('in', 'neutral'), 1), (('nn', 'german-dominant'), 1), (('ne', 'neutral'), 2), (('er', 'neutral'), 2), (('rh', 'neutral'), 1), (('ha', 'neutral'), 1), (('al', 'neutral'), 2), (('lb', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('so', 'neutral'), 1), (('ia', 'neutral'), 1), (('le', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ez', 'german-dominant'), 1), (('zi', 'german-dominant'), 1), (('ie', 'german-dominant'), 1), (('un', 'german-dominant'), 1), (('ng', 'neutral'), 1)]"
 thealleseinabetinate dasen t,das alles einen bestimmten Namen,"[('insert', 0, 0, 0, 3), ('delete', 1, 4, 4, 4), ('insert', 9, 9, 9, 10), ('delete', 12, 25, 13, 13), ('insert', 28, 28, 16, 19), ('insert', 29, 29, 20, 32)]","[(('da', 'neutral'), 1), (('as', 'neutral'), 1), (('in', 'neutral'), 1), (('ne', 'neutral'), 1), (('en', 'german-dominant'), 2), (('be', 'neutral'), 1), (('es', 'neutral'), 1), (('st', 'neutral'), 1), (('ti', 'neutral'), 1), (('im', 'neutral'), 1), (('mm', 'neutral'), 1), (('mt', 'neutral'), 1), (('te', 'neutral'), 1), (('am', 'neutral'), 1)]"
 Iusammeabelen undetwis was in derbulanlt !,zusammenleben und etwas was in der Zukunft,"[('replace', 0, 2, 0, 1), ('replace', 8, 9, 7, 10), ('delete', 10, 12, 11, 11), ('insert', 18, 18, 17, 18), ('replace', 21, 22, 21, 22), ('replace', 34, 35, 34, 36), ('replace', 36, 38, 37, 39), ('replace', 39, 40, 40, 41), ('delete', 41, 43, 42, 42)]","[(('zu', 'german-dominant'), 1), (('us', 'neutral'), 1), (('nl', 'neutral'), 1), (('le', 'neutral'), 1), (('eb', 'neutral'), 1), (('be', 'neutral'), 1), (('en', 'german-dominant'), 1), (('wa', 'neutral'), 1), (('as', 'neutral'), 1), (('uk', 'german-dominant'), 1), (('ku', 'german-dominant'), 1), (('un', 'german-dominant'), 1), (('nf', 'neutral'), 1), (('ft', 'neutral'), 1)]"
man out ineittire Reiseberitttle van anderen #eatern,man auf weitere Reiseberichte von anderen Seefahrern,"[('replace', 4, 5, 4, 5), ('replace', 6, 7, 6, 7), ('replace', 8, 10, 8, 9), ('replace', 13, 15, 12, 13), ('insert', 27, 27, 25, 27), ('delete', 28, 31, 28, 28), ('replace', 34, 35, 31, 32), ('replace', 45, 46, 42, 43), ('insert', 47, 47, 44, 46), ('replace', 48, 49, 47, 49)]","[(('au', 'german-dominant'), 1), (('uf', 'german-dominant'), 1), (('we', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('er', 'neutral'), 1), (('re', 'neutral'), 2), (('ht', 'neutral'), 1), (('te', 'neutral'), 1), (('vo', 'german-dominant'), 1), (('an', 'neutral'), 1), (('ef', 'neutral'), 1), (('fa', 'neutral'), 1), (('ah', 'german-dominant'), 1), (('hr', 'german-dominant'), 1)]"
Membaa tbsde Toltegrittet,Empirisch - Analytischer Politikbegriffe,"[('replace', 0, 1, 0, 22), ('replace', 2, 6, 23, 24), ('replace', 7, 14, 25, 26), ('insert', 16, 16, 28, 29), ('insert', 17, 17, 30, 33), ('replace', 21, 23, 37, 39), ('delete', 24, 25, 40, 40)]","[(('mp', 'neutral'), 1), (('pi', 'neutral'), 1), (('ir', 'neutral'), 1), (('ri', 'neutral'), 1), (('is', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('ch', 'german-dominant'), 2), (('na', 'neutral'), 1), (('ly', 'english-dominant'), 1), (('yt', 'english-dominant'), 1), (('he', 'neutral'), 1), (('er', 'neutral'), 1)]"
Nenro logie,Neurologie,"[('replace', 2, 3, 2, 3), ('delete', 5, 6, 5, 5)]","[(('eu', 'german-dominant'), 1), (('ur', 'neutral'), 1), (('ol', 'neutral'), 1), (('lo', 'english-dominant'), 1)]"
programmierer schreilen Code .,Programmierer schreiben Code.,"[('replace', 0, 1, 0, 1), ('replace', 20, 21, 20, 21), ('delete', 28, 29, 28, 28)]","[(('ib', 'neutral'), 1), (('be', 'neutral'), 1)]"
bidet,sind.,"[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 3), ('replace', 3, 5, 4, 5)]","[(('si', 'neutral'), 1), (('in', 'neutral'), 1), (('nd', 'neutral'), 1)]"
"Es gibt omei then ds Gemnmtation , die olsphatie and dhe Aremplidie .","Es gibt zwei Arten der Genommutation, die Polyploidie und die Aneuploidie.","[('replace', 8, 10, 8, 10), ('insert', 13, 13, 13, 15), ('delete', 14, 15, 16, 16), ('replace', 19, 20, 20, 22), ('insert', 23, 23, 25, 27), ('delete', 24, 25, 28, 28), ('insert', 26, 26, 29, 30), ('delete', 32, 33, 36, 36), ('insert', 39, 39, 42, 43), ('replace', 41, 61, 45, 46), ('insert', 63, 63, 48, 49), ('insert', 68, 68, 54, 73)]","[(('zw', 'german-dominant'), 1), (('we', 'neutral'), 1), (('rt', 'neutral'), 1), (('de', 'german-dominant'), 1), (('en', 'german-dominant'), 1), (('no', 'english-dominant'), 1), (('at', 'neutral'), 1), (('ti', 'neutral'), 1), (('di', 'neutral'), 3), (('ol', 'neutral'), 1), (('ly', 'english-dominant'), 1), (('yp', 'neutral'), 1), (('pl', 'english-dominant'), 1), (('lo', 'english-dominant'), 2), (('oi', 'english-dominant'), 1), (('id', 'neutral'), 1), (('ie', 'german-dominant'), 2), (('un', 'german-dominant'), 1), (('nd', 'neutral'), 1)]"
de do ' sp slater . ,sie dort zu verkaufen.,"[('replace', 0, 1, 0, 2), ('insert', 5, 5, 6, 8), ('replace', 6, 7, 9, 11), ('replace', 8, 15, 12, 13), ('replace', 17, 18, 15, 21), ('delete', 19, 20, 22, 22)]","[(('si', 'neutral'), 1), (('do', 'english-dominant'), 1), (('or', 'neutral'), 1), (('rt', 'neutral'), 1), (('zu', 'german-dominant'), 1), (('ve', 'neutral'), 1), (('er', 'neutral'), 1), (('rk', 'german-dominant'), 1), (('au', 'german-dominant'), 1), (('uf', 'german-dominant'), 1), (('fe', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
Fihht,sich zu tun hat.,"[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 3), ('insert', 3, 3, 4, 12), ('insert', 4, 4, 13, 14), ('insert', 5, 5, 15, 16)]","[(('si', 'neutral'), 1), (('ic', 'neutral'), 1), (('ch', 'german-dominant'), 1)]"
Iandedscressmbet tbaltesich pestrevef,Handeln. Sie verschwindet sobald Sie sich zerstreuen.,"[('replace', 0, 1, 0, 1), ('replace', 5, 6, 5, 16), ('replace', 8, 14, 18, 23), ('replace', 17, 18, 26, 28), ('replace', 21, 22, 31, 35), ('insert', 23, 23, 36, 37), ('replace', 28, 29, 42, 43), ('insert', 30, 30, 44, 45), ('replace', 34, 35, 49, 50), ('replace', 36, 37, 51, 53)]","[(('el', 'neutral'), 1), (('ln', 'neutral'), 1), (('ie', 'german-dominant'), 2), (('ve', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('ch', 'german-dominant'), 1), (('in', 'neutral'), 1), (('nd', 'neutral'), 1), (('de', 'german-dominant'), 1), (('ob', 'neutral'), 1), (('ba', 'neutral'), 1), (('al', 'neutral'), 1)]"
Mrt,Nr. 1,"[('replace', 0, 1, 0, 1), ('replace', 2, 3, 2, 5)]",[]
 1.ete spate aibms tem mmen t,9. Oktober streitet sie sich mit ihrem Mann.,"[('insert', 0, 0, 0, 2), ('replace', 1, 3, 3, 17), ('insert', 5, 5, 19, 22), ('replace', 8, 10, 25, 31), ('delete', 11, 12, 32, 32), ('delete', 13, 14, 33, 33), ('replace', 15, 20, 34, 36), ('replace', 23, 26, 39, 41), ('replace', 27, 29, 42, 44)]","[(('kt', 'german-dominant'), 1), (('be', 'neutral'), 1), (('er', 'neutral'), 1), (('st', 'neutral'), 1), (('tr', 'neutral'), 1), (('re', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('it', 'neutral'), 1), (('te', 'neutral'), 1), (('et', 'neutral'), 1), (('si', 'neutral'), 1), (('ic', 'neutral'), 1), (('ch', 'german-dominant'), 1)]"
 lauer intershiedliche Euppen pepiniseh untersent f,Zwei unterschiedliche Gruppen empirisch untersucht.,"[('insert', 0, 0, 0, 4), ('delete', 1, 3, 5, 5), ('delete', 4, 8, 6, 6), ('insert', 13, 13, 11, 12), ('replace', 23, 24, 22, 24), ('delete', 30, 31, 30, 30), ('insert', 32, 32, 31, 32), ('replace', 34, 35, 34, 35), ('replace', 37, 38, 37, 38), ('replace', 46, 48, 46, 49), ('replace', 49, 51, 50, 51)]","[(('we', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('un', 'german-dominant'), 1), (('nt', 'neutral'), 1), (('te', 'neutral'), 1), (('hi', 'english-dominant'), 1), (('ru', 'german-dominant'), 1), (('em', 'neutral'), 1), (('mp', 'neutral'), 1), (('ir', 'neutral'), 1), (('ri', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('ch', 'german-dominant'), 2), (('su', 'neutral'), 1), (('uc', 'neutral'), 1), (('ht', 'neutral'), 1)]"
a 6OSatre Seheasale dos Iar in der Nator,- 50 Jahre Sehnsucht des Ichs in der Natur,"[('insert', 0, 0, 0, 6), ('replace', 1, 7, 7, 8), ('replace', 13, 15, 14, 15), ('replace', 16, 19, 16, 20), ('replace', 21, 22, 22, 23), ('replace', 25, 27, 26, 29), ('replace', 38, 39, 40, 41)]","[(('ah', 'german-dominant'), 1), (('eh', 'neutral'), 1), (('hn', 'german-dominant'), 1), (('ns', 'neutral'), 1), (('su', 'neutral'), 1), (('uc', 'neutral'), 1), (('ch', 'german-dominant'), 2), (('ht', 'neutral'), 1), (('de', 'german-dominant'), 1), (('at', 'neutral'), 1)]"
 trorhandew snd . Byn Ende saimer Rdespribat t,vorhanden sind. Gegen Ende seiner Rede spricht,"[('replace', 0, 3, 0, 1), ('replace', 10, 11, 8, 9), ('insert', 13, 13, 11, 12), ('delete', 15, 16, 14, 14), ('replace', 18, 20, 16, 20), ('replace', 28, 29, 28, 29), ('replace', 30, 31, 30, 31), ('insert', 35, 35, 35, 36), ('insert', 37, 37, 38, 39), ('replace', 41, 43, 43, 45), ('delete', 44, 46, 46, 46)]","[(('vo', 'german-dominant'), 1), (('or', 'neutral'), 1), (('rh', 'neutral'), 1), (('si', 'neutral'), 1), (('nd', 'neutral'), 1), (('eg', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('en', 'german-dominant'), 1), (('se', 'neutral'), 1), (('ei', 'german-dominant'), 1), (('in', 'neutral'), 1), (('ne', 'neutral'), 1), (('de', 'german-dominant'), 1), (('pr', 'neutral'), 1), (('ri', 'neutral'), 1), (('ic', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ht', 'neutral'), 1)]"
