prediction,ground_truth,diff_ops,error_ngrams
TTT T FEtes Ayspofieren ton lasint metenf al Fragegentenstuttion T,- Erstes Ausprobieren von Messinstrumenten (z.B Fragebogenkonstruktion),"[('replace', 0, 3, 0, 1), ('delete', 4, 7, 2, 2), ('insert', 8, 8, 3, 5), ('replace', 13, 14, 10, 11), ('insert', 16, 16, 13, 14), ('replace', 17, 18, 15, 16), ('replace', 24, 25, 22, 23), ('replace', 28, 30, 26, 29), ('insert', 33, 33, 32, 33), ('replace', 34, 35, 34, 36), ('insert', 37, 37, 38, 39), ('delete', 40, 41, 42, 42), ('replace', 42, 44, 43, 47), ('insert', 50, 50, 53, 55), ('replace', 53, 55, 58, 60), ('insert', 58, 58, 63, 64), ('replace', 59, 60, 65, 66), ('replace', 64, 66, 70, 71)]","[(('rst', 'neutral'), 1), (('ste', 'neutral'), 1), (('tes', 'neutral'), 1), (('spr', 'german-dominant'), 1), (('pro', 'neutral'), 1), (('rob', 'neutral'), 1), (('obi', 'neutral'), 1), (('bie', 'german-dominant'), 2), (('ier', 'german-dominant'), 1), (('ere', 'neutral'), 1), (('von', 'german-dominant'), 1), (('ess', 'neutral'), 1), (('ssi', 'neutral'), 1), (('sin', 'neutral'), 1), (('nst', 'neutral'), 1), (('str', 'neutral'), 2), (('tru', 'neutral'), 2), (('rum', 'german-dominant'), 1), (('ume', 'neutral'), 1), (('men', 'neutral'), 1), (('nte', 'german-dominant'), 1), (('ten', 'german-dominant'), 1), (('rag', 'neutral'), 1), (('geb', 'german-dominant'), 1), (('ebo', 'neutral'), 1), (('bog', 'neutral'), 1), (('oge', 'neutral'), 1), (('enk', 'german-dominant'), 1), (('nko', 'german-dominant'), 2), (('kon', 'german-dominant'), 1), (('ons', 'neutral'), 1), (('ruk', 'german-dominant'), 1), (('ukt', 'german-dominant'), 1), (('kti', 'german-dominant'), 1)]"
- thie Mutter rultaaizubeubifnd t,Die Mutter versucht sie zu beruhigen und,"[('replace', 0, 4, 0, 1), ('insert', 14, 14, 11, 29), ('replace', 16, 20, 31, 32), ('replace', 21, 22, 33, 37), ('delete', 23, 29, 38, 38), ('delete', 31, 33, 40, 40)]","[(('ers', 'neutral'), 1), (('rsu', 'neutral'), 1), (('suc', 'neutral'), 1), (('uch', 'neutral'), 1), (('cht', 'german-dominant'), 1), (('sie', 'german-dominant'), 1), (('ber', 'german-dominant'), 1), (('eru', 'german-dominant'), 1), (('ruh', 'german-dominant'), 1), (('uhi', 'german-dominant'), 1), (('hig', 'neutral'), 1), (('ige', 'german-dominant'), 1)]"
Fediengsbilling Peresitionarbett,"- Regierungsbildung, Oppositionsarbeit","[('replace', 0, 1, 0, 3), ('replace', 2, 3, 4, 5), ('insert', 5, 5, 7, 9), ('replace', 11, 13, 15, 17), ('insert', 15, 15, 19, 20), ('replace', 16, 20, 21, 25), ('insert', 26, 26, 31, 32), ('insert', 30, 30, 36, 37), ('delete', 31, 32, 38, 38)]","[(('egi', 'neutral'), 1), (('gie', 'german-dominant'), 1), (('ngs', 'neutral'), 1), (('gsb', 'german-dominant'), 1), (('sbi', 'german-dominant'), 1), (('bil', 'german-dominant'), 1), (('ild', 'neutral'), 1), (('ldu', 'german-dominant'), 2), (('dun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('osi', 'neutral'), 1), (('sit', 'neutral'), 1), (('ion', 'neutral'), 1), (('ons', 'neutral'), 2), (('nsa', 'neutral'), 1), (('sar', 'english-dominant'), 1)]"
 Hegnifeltstortbe hand t,Verzweifelt fast ohne Grund,"[('replace', 0, 2, 0, 1), ('replace', 3, 5, 2, 6), ('insert', 10, 10, 11, 14), ('insert', 12, 12, 16, 17), ('replace', 13, 16, 18, 20), ('replace', 18, 20, 22, 25), ('delete', 22, 24, 27, 27)]","[(('erz', 'german-dominant'), 2), (('rzw', 'german-dominant'), 1), (('zwe', 'german-dominant'), 1), (('wei', 'german-dominant'), 1), (('elt', 'german-dominant'), 1), (('fas', 'neutral'), 1), (('ast', 'english-dominant'), 1), (('ohn', 'neutral'), 1), (('hne', 'german-dominant'), 1), (('run', 'german-dominant'), 1)]"
Argument Hi luratisecing bow Indidratiscrang von Mitieus and Leberstien,Argument H: Pluralisierung bzw. Individualisierung von Milieus und Lebensstilen,"[('replace', 10, 11, 10, 11), ('insert', 12, 12, 12, 13), ('replace', 16, 17, 17, 18), ('insert', 19, 19, 20, 21), ('replace', 20, 22, 22, 24), ('replace', 26, 27, 28, 29), ('insert', 28, 28, 30, 31), ('insert', 33, 33, 36, 38), ('replace', 34, 35, 39, 40), ('replace', 36, 37, 41, 42), ('replace', 39, 40, 44, 46), ('replace', 41, 42, 47, 48), ('replace', 51, 52, 57, 58), ('replace', 57, 58, 63, 64), ('replace', 65, 66, 71, 73), ('insert', 69, 69, 76, 77)]","[(('ura', 'neutral'), 1), (('ral', 'neutral'), 1), (('ali', 'neutral'), 2), (('lis', 'neutral'), 2), (('isi', 'neutral'), 2), (('sie', 'german-dominant'), 1), (('ier', 'german-dominant'), 1), (('eru', 'german-dominant'), 1), (('bzw', 'german-dominant'), 1), (('ndi', 'neutral'), 1), (('div', 'neutral'), 2), (('ivi', 'neutral'), 1), (('vid', 'neutral'), 1), (('idu', 'german-dominant'), 1), (('dua', 'neutral'), 1), (('ual', 'english-dominant'), 2), (('von', 'german-dominant'), 1), (('ili', 'neutral'), 1), (('lie', 'neutral'), 1), (('und', 'german-dominant'), 1), (('ebe', 'neutral'), 1)]"
Shectoth,Bluetooth,"[('replace', 0, 2, 0, 3), ('delete', 3, 4, 4, 4), ('insert', 5, 5, 5, 6)]","[(('lue', 'english-dominant'), 2), (('uet', 'english-dominant'), 1), (('eto', 'english-dominant'), 2), (('too', 'english-dominant'), 1)]"
- FlendayWitdelty Mimblett Maltuahinat,"- Besonders in Wirtschaft, Wissentschaft, Kultur, Reisen...","[('replace', 2, 4, 2, 31), ('replace', 6, 7, 33, 37), ('replace', 8, 11, 38, 39), ('replace', 12, 17, 40, 41), ('replace', 18, 29, 42, 44), ('replace', 32, 34, 47, 52), ('insert', 35, 35, 53, 55), ('replace', 36, 38, 56, 59)]","[(('eso', 'neutral'), 1), (('son', 'neutral'), 1), (('ond', 'neutral'), 1), (('nde', 'german-dominant'), 2), (('der', 'german-dominant'), 1), (('ers', 'neutral'), 1), (('irt', 'neutral'), 2), (('rts', 'neutral'), 1), (('tsc', 'german-dominant'), 3), (('sch', 'german-dominant'), 3), (('cha', 'neutral'), 2), (('haf', 'german-dominant'), 2), (('aft', 'german-dominant'), 2), (('iss', 'neutral'), 1), (('sen', 'german-dominant'), 1), (('ent', 'neutral'), 1), (('nts', 'neutral'), 1)]"
 Hescleamand euabler bciflodt,denken und handeln beeinflussen.,"[('insert', 0, 0, 0, 6), ('replace', 1, 9, 7, 12), ('delete', 12, 13, 15, 15), ('delete', 14, 17, 16, 16), ('replace', 18, 20, 17, 18), ('replace', 22, 23, 20, 22), ('insert', 24, 24, 23, 24), ('replace', 26, 29, 26, 32)]","[(('den', 'german-dominant'), 1), (('enk', 'german-dominant'), 1), (('nke', 'german-dominant'), 1), (('ken', 'neutral'), 1), (('und', 'german-dominant'), 1), (('han', 'neutral'), 1), (('and', 'neutral'), 2), (('nde', 'german-dominant'), 1), (('del', 'neutral'), 1), (('eln', 'german-dominant'), 1), (('bee', 'english-dominant'), 1), (('eei', 'german-dominant'), 1), (('ein', 'german-dominant'), 1), (('inf', 'neutral'), 2), (('nfl', 'german-dominant'), 1), (('flu', 'german-dominant'), 1), (('lus', 'german-dominant'), 1), (('uss', 'german-dominant'), 1), (('sse', 'german-dominant'), 1), (('sen', 'german-dominant'), 1)]"
""" Peudoustand , der mit einem eten Eustand durch Transtion wlandes it","- Pseudozustand, der mit einem echten Zustand durch Transition verbunden ist","[('replace', 0, 1, 0, 1), ('insert', 3, 3, 3, 4), ('insert', 7, 7, 8, 9), ('delete', 13, 14, 15, 15), ('insert', 31, 31, 32, 34), ('replace', 35, 36, 38, 39), ('insert', 54, 54, 57, 58), ('replace', 59, 62, 63, 68), ('replace', 65, 66, 71, 72), ('insert', 68, 68, 74, 75)]","[(('udo', 'english-dominant'), 1), (('doz', 'english-dominant'), 1), (('tan', 'neutral'), 1), (('and', 'neutral'), 1), (('hte', 'german-dominant'), 1), (('ten', 'german-dominant'), 1), (('ran', 'neutral'), 1), (('iti', 'neutral'), 1), (('tio', 'neutral'), 1), (('ion', 'neutral'), 1), (('ver', 'neutral'), 1), (('erb', 'german-dominant'), 1), (('rbu', 'neutral'), 1), (('bun', 'german-dominant'), 1), (('und', 'german-dominant'), 1)]"
"- Speaifhation des"" chients exfordert weitere Modelliering",- Spezifikation des Clients erfordert weitere Modellierung,"[('replace', 5, 6, 5, 6), ('replace', 8, 9, 8, 10), ('delete', 18, 19, 19, 19), ('replace', 20, 22, 20, 22), ('replace', 29, 30, 29, 30), ('replace', 55, 56, 55, 56)]","[(('pez', 'german-dominant'), 1), (('ezi', 'german-dominant'), 1), (('zif', 'german-dominant'), 1), (('ifi', 'neutral'), 1), (('fik', 'german-dominant'), 1), (('ika', 'german-dominant'), 1), (('des', 'neutral'), 1), (('lie', 'neutral'), 1), (('erf', 'neutral'), 1), (('rfo', 'neutral'), 1), (('eru', 'german-dominant'), 1), (('run', 'german-dominant'), 1), (('ung', 'german-dominant'), 1)]"
"Dr Nortite diover Methode sind , thne ralatin Gerau dhie Strablanbelasting cmittet","Die Vorteile dieser Methode sind, dass relativ genau die Strahlenbelastung ermittelt","[('replace', 1, 2, 1, 3), ('replace', 3, 4, 4, 5), ('insert', 7, 7, 8, 9), ('replace', 8, 9, 10, 11), ('replace', 13, 15, 15, 17), ('delete', 30, 31, 32, 32), ('replace', 33, 37, 34, 38), ('replace', 39, 40, 40, 41), ('insert', 44, 44, 45, 49), ('delete', 45, 49, 50, 50), ('delete', 53, 54, 54, 54), ('replace', 61, 62, 61, 62), ('replace', 63, 64, 63, 64), ('replace', 71, 72, 71, 72), ('replace', 75, 76, 75, 77), ('insert', 81, 81, 82, 83)]","[(('ort', 'neutral'), 1), (('rte', 'german-dominant'), 2), (('tei', 'german-dominant'), 1), (('eil', 'german-dominant'), 1), (('die', 'german-dominant'), 2), (('ies', 'neutral'), 1), (('sin', 'neutral'), 1), (('ind', 'neutral'), 1), (('das', 'german-dominant'), 1), (('ass', 'neutral'), 1), (('rel', 'neutral'), 1), (('ati', 'neutral'), 1), (('tiv', 'neutral'), 2), (('gen', 'german-dominant'), 1), (('ena', 'german-dominant'), 1), (('rah', 'german-dominant'), 1), (('ahl', 'german-dominant'), 1), (('hle', 'german-dominant'), 2), (('len', 'german-dominant'), 1), (('enb', 'german-dominant'), 1), (('stu', 'german-dominant'), 1), (('tun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('erm', 'neutral'), 1), (('tte', 'neutral'), 1), (('tel', 'neutral'), 1)]"
 Hcdilectelling rem brigricen saandes t,- Auch die Darstellung von Ereignissen ist anders,"[('insert', 0, 0, 0, 1), ('replace', 1, 2, 2, 4), ('insert', 3, 3, 5, 7), ('delete', 5, 6, 9, 9), ('replace', 7, 8, 10, 15), ('replace', 12, 13, 19, 20), ('insert', 16, 16, 23, 28), ('delete', 18, 22, 30, 30), ('replace', 24, 25, 32, 33), ('replace', 26, 27, 34, 36), ('insert', 30, 30, 39, 40), ('replace', 31, 32, 41, 43), ('insert', 36, 36, 47, 48), ('delete', 37, 39, 49, 49)]","[(('uch', 'neutral'), 1), (('die', 'german-dominant'), 1), (('ars', 'english-dominant'), 1), (('ste', 'neutral'), 1), (('tel', 'neutral'), 1), (('ell', 'neutral'), 1), (('llu', 'german-dominant'), 1), (('lun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('von', 'german-dominant'), 1), (('rei', 'german-dominant'), 1), (('eig', 'german-dominant'), 2), (('ign', 'neutral'), 1), (('gni', 'neutral'), 1), (('sse', 'german-dominant'), 1), (('sen', 'german-dominant'), 2)]"
Einped underndmen,Einzelunternehmen,"[('replace', 3, 4, 3, 4), ('replace', 5, 7, 5, 6), ('replace', 9, 10, 8, 9), ('replace', 13, 14, 12, 14)]","[(('inz', 'german-dominant'), 1), (('nze', 'german-dominant'), 1), (('zel', 'german-dominant'), 2), (('elu', 'neutral'), 1), (('lun', 'german-dominant'), 1), (('unt', 'neutral'), 1), (('nte', 'german-dominant'), 1), (('ter', 'neutral'), 1), (('ern', 'german-dominant'), 1), (('neh', 'german-dominant'), 1), (('ehm', 'german-dominant'), 1), (('hme', 'german-dominant'), 1)]"
-bessere Aleeptane won verschicdenen . Talenten,- bessere Akzeptanz von verschiedenen Talenten,"[('insert', 1, 1, 1, 2), ('replace', 10, 12, 11, 13), ('replace', 17, 18, 18, 19), ('replace', 19, 20, 20, 21), ('replace', 30, 31, 31, 32), ('delete', 36, 38, 37, 37)]","[(('kze', 'german-dominant'), 1), (('tan', 'neutral'), 1), (('anz', 'german-dominant'), 1), (('chi', 'neutral'), 1), (('hie', 'german-dominant'), 1), (('ied', 'neutral'), 1), (('nen', 'german-dominant'), 1)]"
Ih leebeSretment TTTHTTDTDHTDT,Placebo-Treatment,"[('replace', 0, 3, 0, 1), ('replace', 4, 5, 2, 4), ('replace', 7, 9, 6, 9), ('insert', 11, 11, 11, 12), ('delete', 16, 30, 17, 17)]","[(('lac', 'english-dominant'), 1), (('ace', 'english-dominant'), 2), (('ceb', 'english-dominant'), 1), (('ebo', 'neutral'), 1), (('rea', 'english-dominant'), 1), (('eat', 'english-dominant'), 1), (('ent', 'neutral'), 1)]"
sugeoagenen Manchen veranniniate Wasser and ter steigende Mbaervertmad .,zugezogenen Menschen verunreinigte Wasser und der steigende Wasserverbrauch.,"[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 5), ('delete', 5, 6, 6, 6), ('replace', 13, 14, 13, 14), ('insert', 15, 15, 15, 16), ('replace', 23, 24, 24, 25), ('replace', 25, 26, 26, 28), ('replace', 29, 30, 31, 32), ('replace', 40, 41, 42, 43), ('replace', 44, 45, 46, 47), ('replace', 58, 60, 60, 61), ('insert', 61, 61, 62, 64), ('replace', 66, 68, 69, 71), ('replace', 69, 71, 72, 75)]","[(('zug', 'german-dominant'), 1), (('gez', 'german-dominant'), 1), (('ezo', 'german-dominant'), 2), (('zog', 'german-dominant'), 1), (('oge', 'neutral'), 1), (('ens', 'german-dominant'), 2), (('nsc', 'german-dominant'), 1), (('ver', 'neutral'), 2), (('eru', 'german-dominant'), 1), (('run', 'german-dominant'), 2), (('unr', 'neutral'), 1), (('nre', 'neutral'), 1), (('ein', 'german-dominant'), 1), (('ini', 'neutral'), 1), (('nig', 'neutral'), 1), (('ser', 'neutral'), 1), (('und', 'german-dominant'), 1), (('nde', 'german-dominant'), 1), (('erv', 'neutral'), 1), (('rve', 'neutral'), 1), (('erb', 'german-dominant'), 2), (('rbr', 'neutral'), 1), (('bra', 'neutral'), 1), (('rau', 'german-dominant'), 1)]"
Htlet,Worst Cases,"[('replace', 0, 1, 0, 4), ('replace', 2, 3, 5, 9), ('replace', 4, 5, 10, 11)]","[(('ors', 'neutral'), 1), (('rst', 'neutral'), 2)]"
 Bald wird das Getreide geerntet .,Bald wird das Getreide geerntet.,"[('delete', 0, 1, 0, 0), ('delete', 32, 33, 31, 31)]",[]
LL D EdiIghone Wahleneishefed tTTTTt,- Nicht durch Wahlen legitimierte,"[('replace', 0, 2, 0, 1), ('replace', 3, 4, 2, 7), ('delete', 5, 6, 8, 8), ('replace', 7, 10, 9, 12), ('delete', 11, 14, 13, 13), ('insert', 21, 21, 20, 22), ('insert', 22, 22, 23, 24), ('replace', 23, 25, 25, 29), ('replace', 26, 27, 30, 32), ('delete', 28, 36, 33, 33)]","[(('ich', 'german-dominant'), 2), (('cht', 'german-dominant'), 1), (('dur', 'german-dominant'), 1), (('urc', 'german-dominant'), 2), (('rch', 'german-dominant'), 1), (('leg', 'neutral'), 2), (('egi', 'neutral'), 1), (('git', 'neutral'), 1), (('iti', 'neutral'), 2), (('tim', 'neutral'), 1), (('imi', 'neutral'), 2), (('mie', 'german-dominant'), 1), (('ier', 'german-dominant'), 1), (('ert', 'neutral'), 1), (('rte', 'german-dominant'), 1)]"
2iel : Vergeinering and Operationalisiening der Vision,Ziel: Verfeinerung und Operationalisierung der Vision,"[('replace', 0, 1, 0, 1), ('delete', 4, 5, 4, 4), ('replace', 10, 11, 9, 10), ('replace', 16, 17, 15, 16), ('replace', 20, 21, 19, 20), ('replace', 39, 41, 38, 40)]","[(('rfe', 'neutral'), 1), (('fei', 'german-dominant'), 1), (('ein', 'german-dominant'), 1), (('run', 'german-dominant'), 2), (('ung', 'german-dominant'), 2), (('und', 'german-dominant'), 1), (('eru', 'german-dominant'), 1)]"
Honsequensen der K.Wenderadse dec Beclaghtangsebent ,Konsequenzen der K-Wende also der Beobachtungsebene,"[('replace', 0, 1, 0, 1), ('replace', 9, 10, 9, 10), ('replace', 18, 19, 18, 19), ('replace', 24, 25, 24, 25), ('replace', 26, 27, 26, 27), ('replace', 28, 29, 28, 29), ('replace', 32, 33, 32, 33), ('insert', 36, 36, 36, 39), ('delete', 37, 40, 40, 40), ('replace', 42, 43, 42, 43), ('replace', 50, 52, 50, 51)]","[(('enz', 'german-dominant'), 1), (('nze', 'german-dominant'), 1), (('zen', 'german-dominant'), 1), (('als', 'neutral'), 1), (('lso', 'neutral'), 2), (('der', 'german-dominant'), 1), (('eob', 'german-dominant'), 2), (('oba', 'neutral'), 1), (('bac', 'neutral'), 1), (('ach', 'german-dominant'), 1), (('cht', 'german-dominant'), 1), (('htu', 'german-dominant'), 1), (('tun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1), (('ene', 'neutral'), 1)]"
InFTTATTTTT aihaehablene Sorater Bedtheal I,2. innerhalb einer sozialen Beziehung,"[('replace', 0, 1, 0, 4), ('replace', 2, 14, 5, 8), ('insert', 16, 16, 10, 13), ('replace', 17, 18, 14, 23), ('delete', 19, 20, 24, 24), ('delete', 23, 32, 27, 27), ('replace', 35, 37, 30, 33), ('replace', 38, 43, 34, 37)]","[(('inn', 'neutral'), 1), (('nne', 'neutral'), 1), (('ner', 'german-dominant'), 3), (('erh', 'neutral'), 1), (('rha', 'neutral'), 1), (('hal', 'neutral'), 1), (('alb', 'neutral'), 1), (('ein', 'german-dominant'), 1), (('ine', 'german-dominant'), 1), (('soz', 'german-dominant'), 1), (('zia', 'german-dominant'), 1), (('ial', 'neutral'), 1), (('ale', 'neutral'), 1), (('len', 'german-dominant'), 1), (('ezi', 'german-dominant'), 1), (('zie', 'german-dominant'), 1), (('ieh', 'german-dominant'), 1), (('hun', 'german-dominant'), 1), (('ung', 'german-dominant'), 1)]"
 thealleseinabetinate dasen t,das alles einen bestimmten Namen,"[('insert', 0, 0, 0, 3), ('delete', 1, 4, 4, 4), ('insert', 9, 9, 9, 10), ('delete', 12, 25, 13, 13), ('insert', 28, 28, 16, 19), ('insert', 29, 29, 20, 32)]","[(('das', 'german-dominant'), 1), (('ein', 'german-dominant'), 1), (('ine', 'german-dominant'), 1), (('nen', 'german-dominant'), 1), (('bes', 'german-dominant'), 1), (('est', 'neutral'), 1), (('sti', 'neutral'), 1), (('tim', 'neutral'), 1), (('imm', 'german-dominant'), 1), (('mmt', 'german-dominant'), 1), (('mte', 'german-dominant'), 1), (('ten', 'german-dominant'), 1), (('ame', 'neutral'), 1)]"
 Iusammeabelen undetwis was in derbulanlt !,zusammenleben und etwas was in der Zukunft,"[('replace', 0, 2, 0, 1), ('replace', 8, 9, 7, 10), ('delete', 10, 12, 11, 11), ('insert', 18, 18, 17, 18), ('replace', 21, 22, 21, 22), ('replace', 34, 35, 34, 36), ('replace', 36, 38, 37, 39), ('replace', 39, 40, 40, 41), ('delete', 41, 43, 42, 42)]","[(('zus', 'german-dominant'), 1), (('usa', 'neutral'), 1), (('enl', 'german-dominant'), 1), (('nle', 'neutral'), 1), (('leb', 'german-dominant'), 2), (('ebe', 'neutral'), 1), (('ben', 'german-dominant'), 1), (('twa', 'neutral'), 1), (('was', 'english-dominant'), 1), (('uku', 'german-dominant'), 1), (('kun', 'german-dominant'), 2), (('unf', 'neutral'), 1), (('nft', 'german-dominant'), 2)]"
man out ineittire Reiseberitttle van anderen #eatern,man auf weitere Reiseberichte von anderen Seefahrern,"[('replace', 4, 5, 4, 5), ('replace', 6, 7, 6, 7), ('replace', 8, 10, 8, 9), ('replace', 13, 15, 12, 13), ('insert', 27, 27, 25, 27), ('delete', 28, 31, 28, 28), ('replace', 34, 35, 31, 32), ('replace', 45, 46, 42, 43), ('insert', 47, 47, 44, 46), ('replace', 48, 49, 47, 49)]","[(('auf', 'german-dominant'), 2), (('wei', 'german-dominant'), 1), (('eit', 'german-dominant'), 1), (('ter', 'neutral'), 1), (('ere', 'neutral'), 1), (('cht', 'german-dominant'), 1), (('hte', 'german-dominant'), 2), (('von', 'german-dominant'), 1), (('and', 'neutral'), 1), (('eef', 'neutral'), 1), (('efa', 'neutral'), 1), (('fah', 'german-dominant'), 2), (('ahr', 'german-dominant'), 2), (('hre', 'german-dominant'), 1), (('rer', 'german-dominant'), 1)]"
Membaa tbsde Toltegrittet,Empirisch - Analytischer Politikbegriffe,"[('replace', 0, 1, 0, 22), ('replace', 2, 6, 23, 24), ('replace', 7, 14, 25, 26), ('insert', 16, 16, 28, 29), ('insert', 17, 17, 30, 33), ('replace', 21, 23, 37, 39), ('delete', 24, 25, 40, 40)]","[(('mpi', 'neutral'), 1), (('pir', 'neutral'), 1), (('iri', 'neutral'), 1), (('ris', 'neutral'), 1), (('isc', 'german-dominant'), 2), (('sch', 'german-dominant'), 2), (('nal', 'neutral'), 1), (('aly', 'neutral'), 1), (('lyt', 'english-dominant'), 2), (('yti', 'neutral'), 1), (('che', 'german-dominant'), 1), (('her', 'neutral'), 1)]"
Nenro logie,Neurologie,"[('replace', 2, 3, 2, 3), ('delete', 5, 6, 5, 5)]","[(('eur', 'neutral'), 1), (('uro', 'neutral'), 1), (('rol', 'neutral'), 1), (('olo', 'neutral'), 1), (('log', 'neutral'), 1)]"
programmierer schreilen Code .,Programmierer schreiben Code.,"[('replace', 0, 1, 0, 1), ('replace', 20, 21, 20, 21), ('delete', 28, 29, 28, 28)]","[(('eib', 'german-dominant'), 1), (('ibe', 'neutral'), 1), (('ben', 'german-dominant'), 1)]"
bidet,sind.,"[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 3), ('replace', 3, 5, 4, 5)]","[(('sin', 'neutral'), 2), (('ind', 'neutral'), 2)]"
"Es gibt omei then ds Gemnmtation , die olsphatie and dhe Aremplidie .","Es gibt zwei Arten der Genommutation, die Polyploidie und die Aneuploidie.","[('replace', 8, 10, 8, 10), ('insert', 13, 13, 13, 15), ('delete', 14, 15, 16, 16), ('replace', 19, 20, 20, 22), ('insert', 23, 23, 25, 27), ('delete', 24, 25, 28, 28), ('insert', 26, 26, 29, 30), ('delete', 32, 33, 36, 36), ('insert', 39, 39, 42, 43), ('replace', 41, 61, 45, 46), ('insert', 63, 63, 48, 49), ('insert', 68, 68, 54, 73)]","[(('zwe', 'german-dominant'), 1), (('wei', 'german-dominant'), 1), (('rte', 'german-dominant'), 1), (('der', 'german-dominant'), 1), (('eno', 'neutral'), 2), (('nom', 'neutral'), 1), (('tat', 'neutral'), 1), (('ati', 'neutral'), 1), (('tio', 'neutral'), 1), (('die', 'german-dominant'), 3), (('oly', 'neutral'), 1), (('lyp', 'english-dominant'), 1), (('ypl', 'english-dominant'), 1), (('plo', 'english-dominant'), 2), (('loi', 'neutral'), 2), (('oid', 'english-dominant'), 1), (('idi', 'neutral'), 1), (('und', 'german-dominant'), 1)]"
